"Sweep (n)","APD","APD value (ms)","APD value (mV)"
647,"APD 20",1.6,37.4999973806554
647,"APD 50",13,-4.34999969615602
647,"APD 90",43.3,-60.5999957671391
648,"APD 20",1.6,37.5999973736705
648,"APD 50",12.8,-4.44999968917111
648,"APD 90",43.2,-60.5999957671391
649,"APD 20",1.5,37.4999973806554
649,"APD 50",12.8,-4.44999968917111
649,"APD 90",43.1,-60.5499957706316
650,"APD 20",1.5,37.5999973736705
650,"APD 50",12.5,-4.54999968218619
650,"APD 90",43.1,-60.5499957706316
651,"APD 20",1.5,37.649997370178
651,"APD 50",12.7,-4.39999969266356
651,"APD 90",43.1,-60.6499957636466
