"Sweep (n)","APD","APD value (ms)","APD value (mV)"
841,"APD 20",1,22.0999984563329
841,"APD 50",6.9,-16.3999988544733
841,"APD 90",36.4,-67.4499952886722
842,"APD 20",1,21.9499984668103
842,"APD 50",7,-16.649998837011
842,"APD 90",36.4,-67.4999952851797
843,"APD 20",1,21.7999984772877
843,"APD 50",7,-16.3999988544733
843,"APD 90",36.4,-67.4999952851797
844,"APD 20",1,21.6999984842726
844,"APD 50",6.9,-16.4499988509808
844,"APD 90",36.2,-67.4999952851797
845,"APD 20",1,22.1499984528404
845,"APD 50",7,-16.5499988439959
845,"APD 90",36.2,-67.4499952886722
