"Sweep (n)","APD","APD value (ms)","APD value (mV)"
627,"APD 20",0.7,25.899998190906
627,"APD 50",4.9,-15.9499988859054
627,"APD 90",32.7,-71.6499949953055
628,"APD 20",0.7,25.899998190906
628,"APD 50",4.9,-16.0499988789205
628,"APD 90",32.7,-71.599994998798
629,"APD 20",0.7,26.4999981489965
629,"APD 50",4.9,-15.5999989103526
629,"APD 90",32.6,-71.6999949918131
630,"APD 20",0.7,26.1499981734437
630,"APD 50",4.9,-16.0499988789205
630,"APD 90",32.6,-71.7499949883206
631,"APD 20",0.7,25.899998190906
631,"APD 50",4.8,-15.6499989068602
631,"APD 90",32.4,-71.6999949918131
