"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
712,6.4,-31.9999977648257
713,6.3,-31.9999977648264
714,6.4,-32.4999977299011
715,6.4,-32.4999977299011
716,6.3,-32.9999976949772
