"Sweep (n)","APD","APD value (ms)","APD value (mV)"
30,"APD 20",1.1,26.8999981210568
30,"APD 50",5.2,-9.84999931198548
30,"APD 90",26.8,-60.1999957950788
31,"APD 20",1,28.4999980092981
31,"APD 50",5.2,-9.94999930500056
31,"APD 90",26.8,-60.2499957915863
32,"APD 20",1.1,27.4499980826397
32,"APD 50",5.3,-10.1999992875383
32,"APD 90",26.8,-60.2499957915863
33,"APD 20",1.1,27.4999980791473
33,"APD 50",5.2,-10.0999992945232
33,"APD 90",26.9,-60.2499957915863
34,"APD 20",1.1,27.5499980756548
34,"APD 50",5.2,-9.64999932595532
34,"APD 90",26.9,-60.2999957880939
