"Sweep (n)","APD","APD value (ms)","APD value (mV)"
61,"APD 20",1.6,31.449997803243
61,"APD 50",9.2,-6.99999951105567
61,"APD 90",32.6,-58.3499959242998
62,"APD 20",1.5,31.5999977927656
62,"APD 50",9.1,-7.24999949359337
62,"APD 90",32.6,-58.3999959208073
63,"APD 20",1.6,31.3499978102279
63,"APD 50",9.2,-6.74999952851797
63,"APD 90",32.8,-58.3499959242998
64,"APD 20",1.6,31.3999978067354
64,"APD 50",9.1,-6.94999951454813
64,"APD 90",32.7,-58.2999959277922
65,"APD 20",1.6,31.6999977857807
65,"APD 50",9.3,-7.14999950057829
65,"APD 90",32.7,-58.2999959277922
