"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","SD1","SD2","SD1_SD2 Ratio","APD 20 (ms)","APD 50 (ms)","APD 90 (ms)","Folder","Condition 1","Condition 2","Condition 3","Condition 4"
"18713042",-75.8289947034058,53.7099962484,129.538990951806,309.799978360715,-29.6999979254793,0.353553390593274,2.71444444444444,0.130248895429368,1.84,10.62,40.28,"RN_CTR_2744_1Hz","RN","CTR","2744","1Hz"
"18716027",-80.7279943612146,72.0999949638734,152.827989325088,319.799977662225,-77.5999945797034,0.450191317355435,2.58916666666667,0.173874985782595,0.5,7.58,38.86,"RN_CTR_2744_1Hz","RN","CTR","2744","1Hz"
"18716031",-81.3169943200734,61.1899957259281,142.506990046002,381.199973373494,-72.2999949499051,0.120208152801712,1.08505555555556,0.11078525167328,0.459999999999999,2.56,16.36,"RN_CTR_2744_1Hz","RN","CTR","2744","1Hz"
"18716035",-82.1819942596539,61.1599957280236,143.341989987677,397.199972255907,-35.9999974854286,0.337054232365588,2.00061111111111,0.168475637515775,1.3,8.82,30.3,"RN_CTR_2744_1Hz","RN","CTR","2744","1Hz"
"18716039",-81.519994305894,53.7799962435106,135.299990549405,387.099972961362,-25.2999982328159,0.398336820068423,2.22194444444444,0.179273978278075,1.74,9.24,33.24,"RN_CTR_2744_1Hz","RN","CTR","2744","1Hz"
"18716044",-84.4699940998389,49.5899965361787,134.059990636018,384.999973108059,-23.2999983725134,0.372409571424916,2.09822222222222,0.177488145669574,1.68,7.86,31.32,"RN_CTR_2744_1Hz","RN","CTR","2744","1Hz"
"18716049",-82.7369942208876,60.8999957461843,143.636989967072,385.1999730941,-37.59999737367,0.318198051533946,2.37427777777778,0.134018881241337,1.22,10.82,35.08,"RN_CTR_2744_1Hz","RN","CTR","2744","1Hz"
"18716053",-77.9709945537888,73.5699948611951,151.540989414984,307.299978535351,-57.6999959697021,0.912167747730647,3.59527777777778,0.25371273212009,0.699999999999999,11.18,52.28,"RN_CTR_2744_1Hz","RN","CTR","2744","1Hz"
"18711037",-71.7559949879015,79.2799944623562,151.035989450258,239.399983278101,-96.19999328051,0.115494107593804,1.29972222222222,0.0888606085355189,0.480000000000001,1.7,19.28,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18711041",-73.9149948370971,53.4499962665608,127.364991103658,330.199976935803,-28.2999980232684,0.202703943940144,1.705,0.118887943659908,1.02,5.44,25.56,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18711045",-69.3959951527456,58.4899959145209,127.885991067267,357.606225021494,-32.7999977089467,0.271057599454844,2.1985,0.123292062522103,1.38,9.56,31.98,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18711049",-69.7129951306034,59.5299958418777,129.242990972481,345.399975874091,-50.5999964656312,0.202703943940143,1.67211111111111,0.121226360253923,0.639999999999999,3.54,26.2,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18711053",-74.0679948264102,61.759995686114,135.827990512524,323.599977396803,-66.5999953480444,0.157920514464997,1.4455,0.109249750581112,0.52,3.72,21.42,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18711057",-73.5989948591695,54.2399962113799,127.838991070549,352.199975399117,-25.0833315812829,0.271057599454843,1.96683333333333,0.137814218856797,1.32,7.22,29.66,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18711070",-72.2899949506021,55.8099961017167,128.099991052319,344.09997596489,-34.7999975692483,0.205060966544098,1.5945,0.128605184411476,0.82,4.9,24.46,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18712048",-72.620994927482,50.1899964942692,122.810991421751,312.999978137207,-23.9166649961069,0.160277537068952,1.45322222222222,0.11029114103682,1.2,5.74,21.54,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18712052",-76.0609946872008,53.3499962735457,129.410990960746,339.299976300171,-28.1999980302529,0.174419672692682,1.53655555555556,0.113513417762249,1.12,6.28,22.48,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18712056",-74.0229948295534,57.8299959606214,131.852990790175,374.099973869419,-27.8937480516445,0.289913780286486,2.04416666666667,0.141824923091636,3.1,11.86,30.68,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18712060",-70.3569950856206,57.6699959717972,128.026991057418,332.499976775149,-22.8999984004535,0.320555074137902,2.93144444444444,0.109350554040144,3.02,14.86,44.92,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18712065",-75.1229947527193,62.309995647697,137.432990400416,349.799975566755,-37.0999974085952,0.320555074137901,2.65966666666667,0.120524529692155,1.38,12.96,35.1,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18712069",-72.6239949272724,53.4999962630683,126.123991190341,294.999979394489,-30.0999978975395,0.0824957911384303,1.11905555555556,0.0737191203143397,0.92,3.88,16.64,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18713032",-80.3229943895035,56.0399960856514,136.362990475155,347.399975734393,-46.7999967310584,0.299341870702305,2.27483333333333,0.13158848444676,0.899999999999999,9.48,34.7,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18713037",-75.5989947194711,57.6999959697017,133.298990689173,345.19997588806,-35.599997513369,0.289913780286484,2.10538888888889,0.137700821836998,1.02,6.86,30.38,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
"18713043",-74.1079948236162,49.319996555038,123.427991378654,291.199979659914,-21.0999985261819,0.490260701622674,3.04044444444444,0.161246393604885,2.64,11.84,48.84,"RN_CTR_2744_2Hz","RN","CTR","2744","2Hz"
