"File Name","Folder","Condition 1","Condition 2","Condition 3","Condition 4","variable","value"
"18716011","RN_CTR_DMSO_4Hz","RN","CTR","DMSO","4Hz","Ediast (mV)",-76.8349946331375
"18716018","RN_CTR_DMSO_4Hz","RN","CTR","DMSO","4Hz","Ediast (mV)",-78.5269945149527
"18716022","RN_CTR_DMSO_4Hz","RN","CTR","DMSO","4Hz","Ediast (mV)",-89.5749937432588
"18716025","RN_CTR_DMSO_4Hz","RN","CTR","DMSO","4Hz","Ediast (mV)",-84.2899941124118
"18711003_errore_dvdtmax","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-81.9899942730649
"18711008","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-72.6869949228719
"18711022","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-77.1089946139988
"18711026","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-79.3189944596321
"18711030","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-80.2499943946025
"18711034","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-78.5249945150924
"18712013","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-80.3639943866397
"18712020","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-79.7709944280603
"18712031","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-75.9799946928586
"18712039","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-74.6179947879932
"18713003","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-79.0179944806567
"18713011","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-78.6149945088059
"18713015","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-75.7979947055711
"18713020","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-84.4069941042394
"18713028","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-85.6269940190234
"18716004","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-84.0409941298042
"18716008","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-84.085994126661
"18716012","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-74.7579947782143
"18716019","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-78.5919945104125
"18716026","RN_CTR_DMSO_7.1Hz","RN","CTR","DMSO","7.1Hz","Ediast (mV)",-84.5059940973244
"18703040","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-73.3319948778192
"18703044","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-74.3929948037092
"18703048","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-70.392995083106
"18703055","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-68.7889951951441
"18703058","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-75.4119947325329
"18703063","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-74.1769948187966
"18704026","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-68.1759952379616
"18704032","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-74.5049947958861
