"Sweep (n)","APD","APD value (ms)","APD value (mV)"
310,"APD 20",5.3,28.1999980302528
310,"APD 50",21.5,-10.0499992980156
310,"APD 90",50.4,-60.7499957566617
311,"APD 20",5.2,28.399998016283
311,"APD 50",21.4,-9.89999930849302
311,"APD 90",50.5,-60.6499957636466
312,"APD 20",5.1,28.2999980232679
312,"APD 50",21.2,-9.89999930849302
312,"APD 90",50.2,-60.6499957636466
313,"APD 20",5.2,28.0999980372378
313,"APD 50",21.5,-10.0999992945232
313,"APD 90",50.2,-60.7499957566617
314,"APD 20",5.1,28.3499980197755
314,"APD 50",21.2,-9.79999931547794
314,"APD 90",50.3,-60.6499957636466
