"Sweep (n)","APD","APD value (ms)","APD value (mV)"
339,"APD 20",1.1,30.6999978556299
339,"APD 50",10.7,-8.24999942374418
339,"APD 90",32,-60.3999957811089
340,"APD 20",1.2,30.2999978835695
340,"APD 50",10.3,-8.34999941675927
340,"APD 90",31.9,-60.2499957915863
341,"APD 20",1.1,30.4999978695997
341,"APD 50",10.5,-8.74999938881959
341,"APD 90",31.9,-60.4499957776165
342,"APD 20",1.2,30.1499978940469
342,"APD 50",10.8,-8.49999940628189
342,"APD 90",32.3,-60.2999957880939
343,"APD 20",1.1,31.2999978137204
343,"APD 50",10.6,-8.1499994307291
343,"APD 90",32.3,-60.2999957880939
