"Sweep (n)","APD","APD value (ms)","APD value (mV)"
367,"APD 20",1.9,32.1499977543485
367,"APD 50",23.9,-6.84999952153305
367,"APD 90",49.6,-58.8999958858827
368,"APD 20",1.9,32.3999977368862
368,"APD 50",23.8,-6.74999952851797
368,"APD 90",49.6,-58.8999958858827
369,"APD 20",2,32.1499977543485
369,"APD 50",23.6,-6.79999952502551
369,"APD 90",49.8,-58.8999958858827
370,"APD 20",1.9,32.3499977403787
370,"APD 50",23.8,-6.79999952502551
370,"APD 90",49.9,-58.8999958858827
371,"APD 20",1.9,32.3499977403787
371,"APD 50",23.5,-6.54999954248781
371,"APD 90",49.8,-58.9999958788978
