"Sweep (n)","APD","APD value (ms)","APD value (mV)"
273,"APD 20",5.6,23.8499983340968
273,"APD 50",36,-12.1999991478399
273,"APD 90",88.5,-60.2999957880939
274,"APD 20",5.6,23.1999983794988
274,"APD 50",36.5,-12.5499991233927
274,"APD 90",88.8,-60.1499957985712
275,"APD 20",6.1,21.8999984703027
275,"APD 50",34.7,-13.1499990814832
275,"APD 90",88.4,-59.6999958300034
276,"APD 20",6.4,21.0499985296746
276,"APD 50",35.2,-13.5499990535435
276,"APD 90",90.5,-59.3999958509581
277,"APD 20",7.2,19.4999986379408
277,"APD 50",35.9,-14.249999004649
277,"APD 90",90.5,-59.199995864928
