"Sweep (n)","APD","APD value (ms)","APD value (mV)"
651,"APD 20",2,20.7499985506293
651,"APD 50",11,-15.7499988998753
651,"APD 90",46.8,-63.6999955506066
652,"APD 20",2,20.349998578569
652,"APD 50",11,-15.6999989033677
652,"APD 90",46.8,-63.6999955506066
653,"APD 20",2.1,20.2499985855539
653,"APD 50",11,-15.3999989243225
653,"APD 90",46.6,-63.5999955575915
654,"APD 20",2.1,20.349998578569
654,"APD 50",11.1,-15.7999988963828
654,"APD 90",46.6,-63.8999955366368
655,"APD 20",2.1,20.2499985855539
655,"APD 50",10.9,-15.5999989103526
655,"APD 90",46.8,-63.6999955506066
