"Sweep (n)","APD","APD value (ms)","APD value (mV)"
860,"APD 20",1.1,21.54999849475
860,"APD 50",10,-18.0499987392221
860,"APD 90",39.6,-70.3499950861095
861,"APD 20",1.1,21.6999984842726
861,"APD 50",9.8,-17.949998746207
861,"APD 90",39.8,-70.2499950930944
862,"APD 20",1.1,21.2999985122123
862,"APD 50",9.9,-17.6999987636693
862,"APD 90",39.7,-70.1999950965869
863,"APD 20",1.1,20.6999985541218
863,"APD 50",9.8,-18.0999987357297
863,"APD 90",39.9,-70.2499950930944
864,"APD 20",1.1,21.1999985191972
864,"APD 50",9.8,-17.949998746207
864,"APD 90",39.8,-70.1999950965869
