"Sweep (n)","APD","APD value (ms)","APD value (mV)"
739,"APD 20",0.900000000000001,12.0999991548248
739,"APD 50",7.5,-24.4999982886949
739,"APD 90",32.9,-73.1499948905318
740,"APD 20",0.899999999999999,11.3999992037192
740,"APD 50",7.4,-24.5999982817099
740,"APD 90",33,-73.0999948940242
741,"APD 20",0.900000000000001,11.8499991722871
741,"APD 50",7.4,-24.2999983026647
741,"APD 90",33.2,-73.1999948870393
742,"APD 20",0.900000000000001,12.1999991478399
742,"APD 50",7.7,-24.3999982956798
742,"APD 90",33.2,-73.0999948940242
743,"APD 20",0.900000000000001,12.7499991094228
743,"APD 50",7.6,-24.2999983026647
743,"APD 90",33.2,-72.9999949010091
