"Sweep (n)","APD","APD value (ms)","APD value (mV)"
509,"APD 20",1.9,30.4999978695997
509,"APD 50",18.1,-9.34999934691008
509,"APD 90",57.5,-62.9499956029935
510,"APD 20",1.9,30.5999978626148
510,"APD 50",18,-9.44999933992516
510,"APD 90",57.5,-63.0499955960086
511,"APD 20",1.8,30.9499978381676
511,"APD 50",17.8,-9.29999935040254
511,"APD 90",57.3,-63.0499955960086
512,"APD 20",1.8,31.0499978311827
512,"APD 50",17.4,-9.14999936087991
512,"APD 90",57,-63.0499955960086
513,"APD 20",1.7,31.2999978137204
513,"APD 50",17.2,-9.14999936087991
513,"APD 90",56.8,-62.899995606486
