"Sweep (n)","APD","APD value (ms)","APD value (mV)"
344,"APD 20",13.2,17.1999987985939
344,"APD 50",37.7,-15.8999988893979
344,"APD 90",72.4,-59.7999958230185
345,"APD 20",13.9,16.8999988195487
345,"APD 50",38.2,-15.8999988893979
345,"APD 90",72.5,-59.7999958230185
346,"APD 20",13.7,16.7999988265336
346,"APD 50",38.6,-15.999998882413
346,"APD 90",72.8,-59.7999958230185
347,"APD 20",14.1,16.2999988614582
347,"APD 50",38.4,-16.3999988544733
347,"APD 90",72.8,-59.8999958160335
348,"APD 20",13.6,16.5999988405034
348,"APD 50",38.3,-16.099998875428
348,"APD 90",73.3,-59.8999958160335
