"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","RR (ms)","Frequency (Hz)","SD1","SD2","SD1_SD2 Ratio","APD 10 (ms)","APD 30 (ms)","APD 50 (ms)","APD 70 (ms)","APD 90 (ms)"
"CelIN 16_12_21_0000",-33.455135907617,13.8788628084078,47.3339987160248,6.90949219926635,-23.0429812723551,348.558571428571,2.86895828124808,129.216693194029,7.21166666666667,17.9177295854904,4.85362318840585,10.4782608695654,17.0144927536231,45.9507246376812,110.394927536232
