"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
64,19.3,82.999994202519
65,19.3,81.9999942723682
66,19.3,83.9999941326698
67,19.3,82.999994202519
68,19.2,85.9999939929685
