"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
55,193.1,-36.6210937505329
56,3.25,-24.4140625003553
57,40.3499999999985,-30.5175781254441
58,69.5,-30.5175781243339
59,15.5499999999993,-30.5175781254441
