"Sweep (n)","APD","APD value (ms)","APD value (mV)"
5,"APD 20",1.7,33.3999976670371
5,"APD 50",13.2,-7.04999950756321
5,"APD 90",33.6,-60.499995774124
6,"APD 20",1.8,32.8499977054541
6,"APD 50",13.3,-7.09999950407075
6,"APD 90",33.8,-60.6499957636466
7,"APD 20",1.8,33.2499976775144
7,"APD 50",13.5,-6.89999951804059
7,"APD 90",33.8,-60.5999957671391
8,"APD 20",1.8,33.4499976635446
8,"APD 50",13.4,-6.84999952153305
8,"APD 90",34.2,-60.4499957776165
9,"APD 20",1.8,33.5499976565597
9,"APD 50",13.6,-6.69999953201043
9,"APD 90",34.8,-60.4499957776165
10,"APD 20",1.7,33.8999976321125
10,"APD 50",13.6,-6.64999953550289
10,"APD 90",35,-60.499995774124
11,"APD 20",1.8,33.3499976705295
11,"APD 50",14.2,-6.84999952153305
11,"APD 90",35.8,-60.3999957811089
12,"APD 20",1.8,33.0999976879918
12,"APD 50",13.9,-6.99999951105567
12,"APD 90",36,-60.4499957776165
13,"APD 20",1.8,33.6499976495748
13,"APD 50",13.9,-6.64999953550289
13,"APD 90",35.4,-60.4499957776165
14,"APD 20",1.8,33.6499976495748
14,"APD 50",14.2,-6.64999953550289
14,"APD 90",35.6,-60.4499957776165
