"Sweep (n)","APD","APD value (ms)","APD value (mV)"
35,"APD 20",0.699999999999999,49.5499965389726
35,"APD 50",22.3,4.59999967869373
35,"APD 90",53.7,-57.0999960116113
36,"APD 20",0.699999999999999,49.4999965424651
36,"APD 50",22.6,4.64999967520127
36,"APD 90",54.7,-57.1999960046263
37,"APD 20",0.600000000000001,51.5999963957818
37,"APD 50",23,4.54999968218619
37,"APD 90",54.1,-57.0499960151037
38,"APD 20",0.600000000000001,51.249996420229
38,"APD 50",22.5,4.49999968567865
38,"APD 90",53,-57.1499960081188
39,"APD 20",0.600000000000001,51.0499964341989
39,"APD 50",22.3,4.59999967869373
39,"APD 90",53.5,-57.0999960116113
40,"APD 20",0.600000000000001,50.3499964830933
40,"APD 50",22.2,4.44999968917111
40,"APD 90",52.5,-57.0499960151037
41,"APD 20",0.699999999999999,50.1499964970631
41,"APD 50",22.9,4.34999969615602
41,"APD 90",53.5,-57.0999960116113
42,"APD 20",0.699999999999999,49.5999965354802
42,"APD 50",23.2,4.49999968567865
42,"APD 90",53.5,-57.0499960151037
43,"APD 20",0.600000000000001,51.1499964272139
43,"APD 50",22.3,4.44999968917111
43,"APD 90",52.7,-57.0999960116113
44,"APD 20",0.600000000000001,51.9999963678421
44,"APD 50",23.5,4.39999969266356
44,"APD 90",54.2,-57.2499960011339
