"Sweep (n)","APD","APD value (ms)","APD value (mV)"
40,"APD 20",2.9,31.2499978172128
40,"APD 50",15.2,-6.24999956344256
40,"APD 90",48.1,-56.2999960674906
41,"APD 20",2.7,31.3999978067354
41,"APD 50",15.4,-6.24999956344256
41,"APD 90",47.9,-56.2999960674906
42,"APD 20",2.7,31.2499978172128
42,"APD 50",14.5,-6.34999955645765
42,"APD 90",48.2,-56.2499960709831
43,"APD 20",2.8,31.2999978137204
43,"APD 50",15.2,-5.99999958090486
43,"APD 90",48.7,-56.2999960674906
44,"APD 20",2.8,31.449997803243
44,"APD 50",15.3,-6.2999995599501
44,"APD 90",48.5,-56.2499960709831
45,"APD 20",2.6,31.5999977927656
45,"APD 50",14.5,-6.0499995774124
45,"APD 90",46.9,-56.1999960744755
46,"APD 20",2.7,31.5999977927656
46,"APD 50",14.7,-6.0499995774124
46,"APD 90",47,-56.149996077968
47,"APD 20",2.6,31.5999977927656
47,"APD 50",14.7,-5.99999958090486
47,"APD 90",47.2,-56.1999960744755
48,"APD 20",2.7,31.6999977857807
48,"APD 50",14.4,-6.0499995774124
48,"APD 90",45.5,-56.0999960814605
49,"APD 20",2.7,31.5999977927656
49,"APD 50",14.5,-6.19999956693502
49,"APD 90",46.8,-56.2499960709831
