"Sweep (n)","APD","APD value (ms)","APD value (mV)"
23,"APD 20",5.3,31.4999977997505
23,"APD 50",29.3,-5.44999961932192
23,"APD 90",65.7,-54.8999961652795
24,"APD 20",5.9,31.2499978172128
24,"APD 50",30.7,-5.549999612337
24,"APD 90",68.9,-54.6499961827418
25,"APD 20",5.8,31.1499978241977
25,"APD 50",30.7,-5.549999612337
25,"APD 90",68.6,-54.299996207189
26,"APD 20",5.6,31.1499978241977
26,"APD 50",30.3,-5.39999962281438
26,"APD 90",68.3,-54.1999962141739
27,"APD 20",6.1,31.0499978311827
27,"APD 50",31,-5.34999962630684
27,"APD 90",69.6,-54.0499962246513
28,"APD 20",6.3,30.8499978451525
28,"APD 50",31.6,-5.549999612337
28,"APD 90",70.1,-53.9499962316362
29,"APD 20",6,30.89999784166
29,"APD 50",31.5,-5.34999962630684
29,"APD 90",70.5,-53.8999962351287
30,"APD 20",6.2,30.8499978451525
30,"APD 50",31.1,-5.39999962281438
30,"APD 90",70,-53.9499962316362
31,"APD 20",6.3,30.9499978381676
31,"APD 50",31.7,-5.549999612337
31,"APD 90",70.3,-54.0499962246513
32,"APD 20",6,31.1999978207053
32,"APD 50",31.1,-5.44999961932192
32,"APD 90",70.6,-54.0999962211588
