"Sweep (n)","APD","APD value (ms)","APD value (mV)"
81,"APD 20",9,24.4499982921873
81,"APD 50",33.3,-13.2999990710058
81,"APD 90",69.8,-63.9499955331443
82,"APD 20",9.2,24.4499982921873
82,"APD 50",34.2,-13.4499990605284
82,"APD 90",70.9,-63.8999955366368
83,"APD 20",9,24.4999982886949
83,"APD 50",34,-13.4999990570359
83,"APD 90",69.8,-63.8499955401292
84,"APD 20",9,24.4999982886949
84,"APD 50",34.7,-13.3499990675133
84,"APD 90",70.8,-63.6999955506066
85,"APD 20",8.9,24.5499982852024
85,"APD 50",34.6,-13.2999990710058
85,"APD 90",71.7,-63.7499955471142
86,"APD 20",9.3,24.3999982956798
86,"APD 50",36.1,-13.4999990570359
86,"APD 90",74,-63.8999955366368
87,"APD 20",9.4,24.4999982886949
87,"APD 50",36.6,-13.3999990640209
87,"APD 90",75.1,-63.8499955401292
88,"APD 20",9.4,24.3499982991722
88,"APD 50",37,-13.3499990675133
88,"APD 90",75.5,-63.8999955366368
89,"APD 20",9.5,24.4999982886949
89,"APD 50",37,-13.3499990675133
89,"APD 90",75.3,-63.8999955366368
90,"APD 20",9.5,24.5499982852024
90,"APD 50",37,-13.3999990640209
90,"APD 90",75,-63.8499955401292
