"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
7,33.6,-13.0157464520975
8,34.8,-7.87353478227735
9,33.6,-17.5781241650837
10,33.6,-12.4816888602764
11,33.6,-8.5449214691379
