"Sweep (n)","APD","APD value (ms)","APD value (mV)","Absolute Time (s)"
1,"APD 10",6.94999999999993,21.8200668149394,791.1
1,"APD 30",16,6.46972610456945,800.15
1,"APD 50",23.3499999999999,-8.88061460580052,807.5
1,"APD 70",84.8,-24.1699201642406,868.95
1,"APD 90",198.2,-39.4897432986456,982.35
2,"APD 10",6.30000000000018,19.0429674021289,1240.25
2,"APD 30",13.9000000000001,5.12695276211164,1247.85
2,"APD 50",20.3500000000001,-8.75854430194072,1254.3
2,"APD 70",83.3000000000002,-22.7355940938879,1317.25
2,"APD 90",181.9,-36.7126438858351,1415.85
3,"APD 10",6,17.6391589077412,1666.4
3,"APD 30",13,4.18090790719818,1673.4
3,"APD 50",18.95,-9.15527278948507,1679.35
3,"APD 70",66.2,-22.5830062140632,1726.6
3,"APD 90",162.35,-35.9802220626763,1822.75
4,"APD 10",5.5,18.1274401231804,2117.85
4,"APD 30",12.75,4.51660124281264,2125.1
4,"APD 50",18.8499999999999,-8.85009702983557,2131.2
4,"APD 70",73.8499999999999,-22.3999007582735,2186.2
4,"APD 90",179.7,-35.8581517588165,2292.05
5,"APD 10",5.09999999999991,16.9677722365123,2565.35
5,"APD 30",11.3499999999999,4.54711881877759,2571.6
5,"APD 50",16.8999999999996,-7.96508732685201,2577.15
5,"APD 70",62.5499999999997,-20.4162583205517,2622.8
5,"APD 90",149.45,-32.8979468902164,2709.7
6,"APD 10",5.84999999999991,17.3645007240567,3009.65
6,"APD 30",12.9499999999998,4.15039033123323,3016.75
6,"APD 50",19,-8.85009702983557,3022.8
6,"APD 70",72.0999999999999,-21.9726546947642,3075.9
6,"APD 90",155.2,-35.1257299356577,3159
7,"APD 10",5.65000000000009,16.6931140528278,3413.7
7,"APD 30",12.5999999999999,3.75366184368888,3420.65
7,"APD 50",19.0500000000002,-9.03320248562527,3427.1
7,"APD 70",61.6500000000001,-21.7895492389745,3469.7
7,"APD 90",148.3,-34.6374487202185,3556.35
8,"APD 10",5,16.2353504133535,3822.9
8,"APD 30",11.4499999999998,3.66210911579403,3829.35
8,"APD 50",17.25,-8.85009702983557,3835.15
8,"APD 70",63.0500000000002,-21.3012680235353,3880.95
8,"APD 90",80.3499999999999,-22.8271468217828,3898.25
9,"APD 10",3,3.08227517245997,3978.4
9,"APD 30",6.65000000000009,-2.62451153298572,3982.05
9,"APD 50",10.5999999999999,-8.30078066246646,3986
9,"APD 70",21.3000000000002,-14.0686025198421,3996.7
9,"APD 90",90.9000000000001,-19.7753892252878,4066.3
10,"APD 10",3.44999999999982,-0.885009702983557,4249.95
10,"APD 30",7.79999999999927,-5.9509273131653,4254.3
10,"APD 50",14.6999999999998,-11.1083976512419,4261.2
10,"APD 70",40.2999999999993,-16.1437976854587,4286.8
10,"APD 90",67.0999999999995,-21.2097152956404,4313.6
11,"APD 10",3.94999999999982,1.25122061456296,4524.7
11,"APD 30",8.19999999999982,-5.52368124965599,4528.95
11,"APD 50",15.75,-12.2070303859801,4536.5
11,"APD 70",67.3499999999995,-18.9514146742341,4588.1
11,"APD 90",138.849999999999,-23.1933577333622,4659.6
12,"APD 10",6.20000000000073,-4.88281215439204,4760.25
12,"APD 30",13,-8.91113218176547,4767.05
12,"APD 50",23.8500000000004,-12.9394522091389,4777.9
12,"APD 70",41.6000000000004,-16.9982898124773,4795.65
12,"APD 90",60.4500000000007,-21.0266098398507,4814.5
13,"APD 10",4.44999999999982,1.03759758280831,5048.6
13,"APD 30",9,-6.04248004106015,5053.15
13,"APD 50",18.6999999999998,-13.0920400889637,5062.85
13,"APD 70",56.25,-20.2026352887971,5100.4
13,"APD 90",114.35,-27.2216777607356,5158.5
14,"APD 10",3.44999999999982,2.16674789351147,5337.7
14,"APD 30",7.75,-5.18798791404154,5342
14,"APD 50",15.5,-12.5427237215945,5349.75
14,"APD 70",58.6999999999998,-19.8059068012527,5392.95
14,"APD 90",151.4,-27.1606426088057,5485.65
15,"APD 10",3.35000000000036,1.22070303859801,5627.6
15,"APD 30",7.35000000000036,-5.18798791404154,5631.6
15,"APD 50",13.3500000000004,-11.5966788666811,5637.6
15,"APD 70",42.7000000000007,-17.9443346673907,5666.95
15,"APD 90",87.4500000000007,-24.3835431959952,5711.7
16,"APD 10",3.45000000000073,0.0305175759649502,5905.7
16,"APD 30",7.70000000000073,-6.0729976170251,5909.95
16,"APD 50",15.2000000000007,-12.237547961945,5917.45
16,"APD 70",47.25,-18.3715807309,5949.5
16,"APD 90",80.6500000000005,-24.505613499855,5982.9
17,"APD 10",4.64999999999964,0.457763639474254,6177
17,"APD 30",9.35000000000036,-6.34765580070965,6181.7
17,"APD 50",18.4499999999998,-13.0004873610688,6190.8
17,"APD 70",48.5,-19.7753892252878,6220.85
17,"APD 90",88.5500000000002,-26.4892559375768,6260.9
18,"APD 10",3.60000000000036,3.99780245140848,6464.9
18,"APD 30",7.80000000000018,-3.93676729947858,6469.1
