"Sweep (n)","Peak x (ms)","Peak y (mV)"
49,11.8,53.9499962316362
50,11.8,53.9499962316362
51,11.7,53.9499962316362
52,11.7,54.1499962176664
53,11.8,53.8499962386211
54,11.8,53.9999962281438
55,11.8,54.0499962246513
56,11.7,54.1499962176664
57,11.7,54.5999961862342
58,11.8,54.0999962211588
