"Sweep (n)","Peak x (ms)","Peak y (mV)"
35,11.7,63.0999955925161
36,11.7,63.2499955820387
37,11.7,63.1999955855312
38,11.7,63.0499955960086
39,11.7,63.1999955855312
40,11.7,63.1499955890237
41,11.7,62.6499956239483
42,11.7,62.6499956239483
43,11.7,62.5499956309332
44,11.6,61.9499956728427
