"Sweep (n)","Ediast (mV)"
38,-80.9299943471051
39,-80.9274943472797
40,-80.9874943430887
41,-80.9799943436126
42,-80.9499943457081
43,-81.0074943416918
44,-80.9599943450096
45,-80.849994352693
46,-80.8949943495498
47,-80.9274943472797
