"Sweep (n)","Peak x (ms)","Peak y (mV)"
28,12.2,58.6999958998526
29,12.2,58.9999958788978
30,12.2,58.8999958858827
31,12.2,58.649995903345
32,12.1,58.8499958893752
33,12.2,58.4999959138224
34,12.1,58.6999958998526
35,12.2,58.649995903345
36,12.1,59.0999958719129
37,12.1,59.1499958684204
