"File Name","Folder","Condition 1","Condition 2","Condition 3","Condition 4","variable","value"
"14116026","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 90 (ms)",299.9
"14116029","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 90 (ms)",219.4
"14121000","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 90 (ms)",126.1
"14121027","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 90 (ms)",153.4
"14204058","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 90 (ms)",153.3
"14204068","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 90 (ms)",125.2
"14205006","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 90 (ms)",281.4
"14205013","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 90 (ms)",254.4
"14206021","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 90 (ms)",78.6
"14731025","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 90 (ms)",40.1
"14731028","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 90 (ms)",42.6
"14116027","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 90 (ms)",328.4
"14116030","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 90 (ms)",212.9
"14121001","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 90 (ms)",115.4
"14121028","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 90 (ms)",172.5
"14204059","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 90 (ms)",160.7
"14204067","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 90 (ms)",127.9
"14205008","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 90 (ms)",236.2
"14205014","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 90 (ms)",239
"14206023","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 90 (ms)",82.3
"14731026","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 90 (ms)",42.3
