"File Name","Folder","Condition 1","Condition 2","Condition 3","Condition 4","variable","value"
"14204058","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 50 (ms)",22.8
"14204068","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 50 (ms)",13.4
"14205006","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 50 (ms)",11.7
"14205013","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 50 (ms)",11.8
"14206021","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 50 (ms)",5.6
"14731025","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 50 (ms)",4.8
"14731028","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 50 (ms)",4.3
"14116027","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 50 (ms)",9.9
"14116030","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 50 (ms)",10.2
"14121001","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 50 (ms)",15.2
"14121028","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 50 (ms)",20.3
"14204059","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 50 (ms)",25.8
"14204067","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 50 (ms)",14
"14205008","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 50 (ms)",11.3
"14205014","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 50 (ms)",12.2
"14206023","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 50 (ms)",5.50000000000001
