"File Name","Folder","Condition 1","Condition 2","Condition 3","Condition 4","variable","value"
"19307007_2","GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz","Peak (mV)",51.3183569375088
"19307011","GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz","Peak (mV)",52.6800548884285
"19314013","GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz","Peak (mV)",53.5888646421655
"17421007","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",59.6954359046095
"17421043","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",52.1447765561516
"17502013","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",64.3273940159543
"17n30006","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",54.0161107156224
"17n30010","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",45.7153298598883
"17n30015","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",56.8237277697678
"18215008","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",50.4510509323564
"18215024","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",42.9516611162944
"18215031","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",41.2371835389104
"18215035","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",48.5827647577844
"18215051","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",50.4779064017066
"18215066","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",50.2862560067979
"18215070","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",33.3691413708584
"18d03014","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",-49.8962413496429
"18d03018","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",49.622193491955
"18d03022","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",51.3049327873796
"18d12023","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",52.2692882776846
"18d12027","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",47.1813975389614
"18d12055","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",47.7819834898856
"19307008 2","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",47.9919410798801
"19307008","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",49.9603282651379
"19307012","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",49.8950206464906
"19314014","GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz","Peak (mV)",45.2392556637507
"17421003","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",137.989321931958
"17421040","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",136.020816028583
"17502010","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",135.832949813447
"17n30003","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",1.30615228171109
"17n30007","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",132.623284716357
"17n30012","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",133.544915531957
"18215005","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",137.804690580175
"18215021","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",134.942263758382
"18215028","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",136.872622688248
"18215032","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",138.974429375852
"18215048","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",136.545657348908
