"Sweep (n)","Ediast (mV)"
1,-56.0241672608698
2,-56.2927219356142
3,-56.0729953835506
4,-55.9204075001732
5,-55.4382297887004
6,-55.5114719727216
7,-55.2490208133123
8,-55.4260227580302
9,-55.3955051813547
10,-55.1879856599613
11,-54.3457005437177
12,-53.5949681575006
13,-53.7292454948728
14,-54.9743626232329
15,-54.8461888011958
16,-53.991696654282
17,-54.4189427277389
18,-54.5654270957813
19,-54.1625950836648
20,-53.8818333782502
21,-54.3579075743879
22,-54.052731807633
23,-54.608151703127
24,-54.0466282922979
25,-54.3212864823773
26,-53.7963841635589
27,-54.1931126603403
28,-54.1259739916542
29,-54.1320775069893
30,-54.4006321817336
31,-53.8207982248993
32,-54.0344212616277
33,-53.7292454948728
34,-54.0588353229681
35,-53.7353490102079
36,-53.8085911942291
37,-53.9550755622714
38,-53.7780736175536
39,-53.6315892495112
40,-53.6682103415218
41,-53.4728978507986
42,-53.5766576114953
43,-53.1799291147139
44,-53.1616185687086
45,-52.8198217099431
46,-53.4118626974477
47,-53.0822728693523
48,-54.0100072002873
49,-53.7048314335324
50,-53.5705540961602
51,-52.5268529738584
52,-52.258298299114
53,-51.5686010662479
54,-51.3061499068386
55,-51.4099096675353
56,-50.897214379387
57,-51.3183569375088
58,-51.6418432502691
59,-51.9531225323591
60,-51.9409155016889
61,-52.2888158757895
62,-51.452634274881
63,-51.7944311336465
64,-52.1789525997577
65,-52.136227992412
66,-51.9897436243697
67,-52.4658178205074
68,-52.3437475138054
69,-52.197263145763
70,-52.2888158757895
71,-52.6000951578795
72,-51.8920873790081
73,-52.0935033850664
74,-51.9958471397048
75,-51.9165014403485
76,-51.5808080969181
77,-51.1596655387963
78,-51.4343237288757
79,-51.7272924649604
80,-51.70287840362
81,-51.2268042074824
82,-51.6723608269446
