"Sweep (n)","Ediast (mV)"
1,-58.7829561923344
2,-58.6120577629516
3,-58.4411593335689
4,-58.7219210389834
5,-58.0627413827928
6,-57.6782199166816
7,-57.89184295341
8,-57.208249235879
9,-57.025143775826
10,-58.013913260112
11,-57.3852511805968
12,-57.1838351745386
13,-57.208249235879
14,-57.3486300885862
15,-57.2021457205439
16,-57.4462863339478
17,-56.5185520030128
18,-56.280514904944
19,-56.591794187034
20,-57.0007297144856
21,-56.4819309110022
22,-57.397458211267
23,-56.652829340385
24,-56.7199680090711
25,-55.8532688314871
26,-56.2744113896089
27,-56.4880344263373
28,-55.5419895493971
29,-56.2011692055877
30,-55.535886034062
31,-55.9875461688593
32,-56.1035129602261
33,-56.7687961317519
34,-56.6833469170605
35,-56.2133762362579
36,-56.2377902975983
37,-55.786130162801
38,-55.9631321075189
39,-56.2744113896089
40,-55.8837864081626
41,-55.8654758621573
42,-56.6894504323956
43,-56.8786594077836
44,-56.3964816963109
45,-56.1645481135771
46,-56.0180637455347
47,-56.2377902975983
48,-55.0109837152435
49,-56.0729953835506
50,-55.4443333040355
51,-55.8349582854818
52,-55.6091282180831
53,-56.0119602301996
54,-55.8654758621573
55,-55.9387180461785
56,-56.4392063036565
57,-55.3710911200143
58,-55.6457493100937
59,-56.2561008436036
60,-55.7983371934712
61,-55.3100559666633
62,-55.2612278439825
63,-55.291745420658
64,-55.352780574009
65,-55.4809543960461
