"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
660,7.9,301.999978905546
661,7.9,299.999979045244
662,8.1,297.999979184943
663,7.9,300.49997901032
664,8.2,300.999978975395
