"Sweep (n)","APD","APD value (ms)","APD value (mV)"
453,"APD 20",1.7,37.6999973666855
453,"APD 50",15.5,-6.54999954248781
453,"APD 90",72,-65.7999954039233
454,"APD 20",1.7,37.7999973597006
454,"APD 50",15.5,-6.64999953550289
454,"APD 90",72.4,-65.8999953969384
455,"APD 20",1.6,38.3499973212836
455,"APD 50",15.6,-6.54999954248781
455,"APD 90",72.2,-65.8999953969384
456,"APD 20",1.6,37.7499973631931
456,"APD 50",15.3,-6.69999953201043
456,"APD 90",71.6,-65.8499954004309
457,"APD 20",1.6,37.8499973562082
457,"APD 50",15.4,-6.74999952851797
457,"APD 90",72.1,-65.7999954039233
