"Sweep (n)","APD","APD value (ms)","APD value (mV)"
383,"APD 20",0.9,26.3499981594738
383,"APD 50",3.8,-10.8999992386438
383,"APD 90",15.7,-62.6999956204558
384,"APD 20",0.9,26.1999981699512
384,"APD 50",3.9,-11.6999991827645
384,"APD 90",15.8,-62.6999956204558
385,"APD 20",0.800000000000001,28.1999980302528
385,"APD 50",3.9,-11.7999991757796
385,"APD 90",15.8,-62.6999956204558
386,"APD 20",0.899999999999999,27.4499980826397
386,"APD 50",3.9,-11.4999991967343
386,"APD 90",15.8,-62.5999956274407
387,"APD 20",0.799999999999999,27.9499980477151
387,"APD 50",3.9,-11.749999179272
387,"APD 90",15.8,-62.5999956274407
