"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
660,5.4,175.499987741466
661,5.4,182.999987217597
662,5.4,183.999987147748
663,5.4,178.999987496994
664,5.5,190.999986658804
665,5.5,178.499987531919
666,5.4,175.999987706542
667,5.4,174.999987776391
668,5.4,174.499987811315
669,5.4,174.999987776391
