"Sweep (n)","RR (ms)"
1,NA
2,473.05
3,458.85
4,454
5,457.6
6,455.45
7,419.5
8,419.55
9,403.85
10,440.85
11,419.25
12,420.150000000001
13,420.849999999999
14,420.65
15,435.1
16,444
17,428.3
18,430.849999999999
19,445.25
20,426.000000000001
21,433.5
22,432.449999999999
23,426.15
24,431.300000000001
25,404.1
26,402.75
27,401.999999999998
28,414.800000000001
29,421.5
30,394.85
31,397.449999999999
32,378.6
33,400.75
34,442.1
35,415.049999999999
36,481.800000000001
37,443.9
38,416.4
39,401.949999999999
40,394
41,398.400000000001
42,397.049999999999
43,384.700000000001
44,384.75
45,385
46,402.549999999999
47,372.950000000001
48,368.700000000001
49,369.199999999997
50,389.75
51,370.300000000003
52,353
53,330.649999999998
54,335.450000000001
55,340.799999999999
56,320.799999999999
57,330.650000000001
58,332.299999999999
59,329.700000000001
60,340.299999999999
61,322.700000000001
62,329.049999999999
63,325.400000000001
64,329.799999999999
65,316.799999999999
66,326.849999999999
67,312.300000000003
68,314.049999999999
69,297.599999999999
70,290.900000000001
71,302.899999999998
72,297.800000000003
73,293.75
74,291.099999999999
75,303.299999999999
76,292.400000000001
77,283.700000000001
78,302.399999999998
79,307.850000000002
80,296.799999999999
81,289.200000000001
82,293.299999999999
83,309.799999999999
84,279.299999999999
85,308.099999999999
86,285.150000000001
87,293.349999999999
88,283.950000000001
89,287.299999999999
90,301.800000000003
91,279.900000000001
92,267.199999999997
93,278
94,276.150000000001
95,271.900000000001
96,297.149999999994
97,267.450000000004
98,281.949999999997
99,290.900000000001
100,271.699999999997
101,282.350000000006
102,273.599999999999
103,280.449999999997
104,271.300000000003
105,297.799999999996
106,259.650000000001
107,290.25
108,329.5
109,516.650000000001
110,278.349999999999
111,281.800000000003
112,589.699999999997
113,251.950000000004
114,312.549999999996
115,270.150000000001
116,260
117,276.849999999999
118,287.5
119,249.450000000004
120,265.699999999997
121,797.599999999999
122,279.950000000004
123,1353.14999999999
124,247.650000000001
125,248.800000000003
126,2679.8
127,270.400000000001
128,260.900000000001
129,275.5
