"Sweep (n)","APD","APD value (ms)","APD value (mV)"
47,"APD 20",11.6,34.9426252934394
47,"APD 50",38,-1.49536125709915
47,"APD 90",99.4,-49.8535132570852
48,"APD 20",11,34.457395824299
48,"APD 50",34.4,-1.9317626035587
48,"APD 90",94.8,-50.5706763089593
49,"APD 20",11.4,35.0982649344844
49,"APD 50",35.8,-1.03149409163166
49,"APD 90",92,-49.4110083952905
50,"APD 20",11.6,34.9548323241096
50,"APD 50",39.2,-1.32751458538394
50,"APD 90",89.4,-49.4750953063091
51,"APD 20",10.8,35.107420207487
51,"APD 50",35.6,-1.10168451798529
51,"APD 90",88.8,-49.1180396592058
