"Sweep (n)","APD","APD value (ms)","APD value (mV)","Absolute Time (s)"
1,"APD 10",22.6500000000001,30.2734360620889,661.25
1,"APD 30",63.85,11.9018549034422,702.45
1,"APD 50",87.1,-6.40869110185351,725.7
1,"APD 70",117.1,-24.7192371071492,755.7
1,"APD 90",152.05,-42.907712805743,790.65
2,"APD 10",23.8499999999999,30.7617172888968,1079.95
2,"APD 30",62.75,12.5122064369521,1118.85
2,"APD 50",86.2,-5.85937472169463,1142.3
2,"APD 70",113.05,-24.0478504202884,1169.15
2,"APD 90",145.85,-42.3583964255841,1201.95
3,"APD 10",20.8499999999999,31.0058579023008,1465.25
3,"APD 30",62.5,12.4511712836011,1506.9
3,"APD 50",86.4000000000001,-6.04248018174759,1530.8
3,"APD 70",114.9,-24.5971668004473,1559.3
3,"APD 90",150.25,-43.090818265796,1594.65
4,"APD 10",22.95,31.3110336690557,1888.7
4,"APD 30",67.1500000000001,12.695311897005,1932.9
4,"APD 50",91.8500000000001,-5.67626926164168,1957.6
4,"APD 70",119.05,-24.2919910336923,1984.8
4,"APD 90",151.55,-42.6635721923391,2017.3
5,"APD 10",20.5500000000002,30.8227524422478,2316.6
5,"APD 30",66.2000000000003,12.3291009768991,2362.25
5,"APD 50",90.5999999999999,-6.22558564180055,2386.65
5,"APD 70",120,-24.8413074138512,2416.05
5,"APD 90",154.25,-43.3349588791999,2450.3
6,"APD 10",24.0500000000002,30.7006821355458,2730.85
6,"APD 30",64.5,12.2070306701972,2771.3
6,"APD 50",90.3499999999999,-6.46972625520449,2797.15
6,"APD 70",119.1,-24.9023425672022,2825.9
6,"APD 90",154.8,-43.3959940325509,2861.6
7,"APD 10",24.4000000000001,30.2734360620889,3128.2
7,"APD 30",65.1999999999998,11.8408197500912,3169
7,"APD 50",89.3000000000002,-6.53076140855548,3193.1
7,"APD 70",119.4,-24.7802722605002,3223.2
7,"APD 90",154.45,-43.2128885724979,3258.25
8,"APD 10",21.5999999999999,30.8227524422478,3532.5
8,"APD 30",66.4000000000001,12.4511712836011,3577.3
8,"APD 50",90.8499999999999,-5.98144502839661,3601.75
8,"APD 70",119.4,-24.4140613403943,3630.3
8,"APD 90",154.2,-42.846677652392,3665.1
9,"APD 10",24.5,31.0058579023008,3963.35
9,"APD 30",67.0500000000002,12.3901361302501,4005.9
9,"APD 50",89.9000000000001,-6.04248018174759,4028.75
