"Sweep (n)","APD","APD value (ms)","APD value (mV)"
39,"APD 20",1.4,27.3499980896247
39,"APD 50",10.1,-10.8999992386438
39,"APD 90",38.9,-61.3999957112597
40,"APD 20",1.4,26.8499981245493
40,"APD 50",10.6,-10.8499992421363
40,"APD 90",41,-61.3499957147522
41,"APD 20",1.4,27.4999980791473
41,"APD 50",10.3,-10.5999992595986
41,"APD 90",40.1,-61.2499957217371
42,"APD 20",1.4,27.3499980896247
42,"APD 50",10.1,-10.549999263091
42,"APD 90",39.7,-61.3499957147522
43,"APD 20",1.4,27.4999980791473
43,"APD 50",9.8,-10.549999263091
43,"APD 90",38.5,-61.3999957112597
