"Sweep (n)","APD","APD value (ms)","APD value (mV)"
57,"APD 20",3.2,30.0499979010318
57,"APD 50",24.6,-9.09999936437237
57,"APD 90",51.3,-61.2499957217371
58,"APD 20",3.2,30.1499978940469
58,"APD 50",24.7,-8.94999937484975
58,"APD 90",52.1,-61.2499957217371
59,"APD 20",3.2,30.249997887062
59,"APD 50",25,-8.94999937484975
59,"APD 90",51.9,-61.2499957217371
60,"APD 20",3.4,29.8499979150017
60,"APD 50",25.3,-9.14999936087991
60,"APD 90",52,-61.1999957252296
61,"APD 20",3.2,29.9999979045243
61,"APD 50",25.1,-9.09999936437237
61,"APD 90",51.7,-61.149995728722
