"Time (ms)","Sweep 5. Voltage (mV)","Sweep 6. Voltage (mV)","Sweep 7. Voltage (mV)","Sweep 8. Voltage (mV)","Sweep 9. Voltage (mV)"
0,-65.0024383187999,-64.6972625520449,-63.4765594850252,-62.5610321847604,-64.0869110185351
0.5,-65.0024383187999,-64.6972625520449,-63.7817352517801,-62.8662079515153,-64.0869110185351
1,-65.0024383187999,-64.6972625520449,-63.4765594850252,-62.5610321847604,-64.0869110185351
1.5,-64.6972625520449,-64.6972625520449,-63.4765594850252,-62.5610321847604,-64.0869110185351
2,-64.6972625520449,-64.6972625520449,-63.4765594850252,-62.5610321847604,-63.7817352517801
2.5,-65.0024383187999,-64.6972625520449,-63.4765594850252,-62.5610321847604,-64.0869110185351
3,-65.0024383187999,-64.6972625520449,-63.4765594850252,-62.5610321847604,-64.0869110185351
3.5,-64.6972625520449,-64.6972625520449,-63.1713837182703,-62.5610321847604,-63.7817352517801
4,-64.6972625520449,-64.6972625520449,-63.1713837182703,-62.5610321847604,-63.7817352517801
4.5,-64.6972625520449,-64.6972625520449,-63.1713837182703,-62.5610321847604,-64.0869110185351
5,-64.6972625520449,-64.39208678529,-63.1713837182703,-62.2558564180055,-63.7817352517801
5.5,-64.39208678529,-64.39208678529,-62.8662079515153,-62.2558564180055,-63.7817352517801
6,-64.6972625520449,-64.39208678529,-63.1713837182703,-62.2558564180055,-63.7817352517801
6.5,-64.6972625520449,-64.39208678529,-62.8662079515153,-62.2558564180055,-63.7817352517801
7,-64.39208678529,-64.39208678529,-62.8662079515153,-61.9506806512506,-63.7817352517801
7.5,-64.39208678529,-64.39208678529,-62.8662079515153,-62.2558564180055,-63.7817352517801
8,-64.6972625520449,-64.39208678529,-62.8662079515153,-62.2558564180055,-63.7817352517801
8.5,-64.39208678529,-64.39208678529,-63.1713837182703,-62.2558564180055,-63.7817352517801
9,-64.6972625520449,-64.39208678529,-62.8662079515153,-62.2558564180055,-63.7817352517801
9.5,-64.39208678529,-64.39208678529,-62.8662079515153,-62.2558564180055,-63.7817352517801
10,-64.6972625520449,-64.39208678529,-62.8662079515153,-62.5610321847604,-63.7817352517801
10.5,-64.6972625520449,-64.6972625520449,-63.1713837182703,-62.2558564180055,-63.7817352517801
11,-64.39208678529,-64.6972625520449,-63.1713837182703,-62.5610321847604,-63.7817352517801
11.5,-64.6972625520449,-64.6972625520449,-63.1713837182703,-62.8662079515153,-64.0869110185351
12,-64.39208678529,-64.6972625520449,-63.1713837182703,-62.5610321847604,-64.0869110185351
