"Time (ms)","Sweep 7. Voltage (mV)","Sweep 8. Voltage (mV)","Sweep 9. Voltage (mV)","Sweep 10. Voltage (mV)","Sweep 11. Voltage (mV)"
0,-78.1249962892618,-78.1249962892618,-78.1249962892618,-79.0405235895266,-79.6508751230364
0.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
1,-78.1249962892618,-77.8198205225069,-78.4301720560167,-79.0405235895266,-79.6508751230364
1.5,-78.1249962892618,-77.8198205225069,-78.4301720560167,-79.0405235895266,-79.6508751230364
2,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
2.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
3,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.0405235895266,-79.6508751230364
3.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.9560508897914
4,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
4.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.9560508897914
5.5,-78.4301720560167,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
6,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
6.5,-78.1249962892618,-78.1249962892618,-78.7353478227716,-79.3456993562815,-79.9560508897914
7,-78.4301720560167,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.9560508897914
7.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.9560508897914
8,-78.4301720560167,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.6508751230364
8.5,-78.4301720560167,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.9560508897914
9,-78.7353478227716,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.9560508897914
9.5,-78.4301720560167,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.6508751230364
10,-78.4301720560167,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.9560508897914
10.5,-78.4301720560167,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.9560508897914
11,-78.4301720560167,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.9560508897914
11.5,-78.4301720560167,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.6508751230364
12,-78.4301720560167,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.6508751230364
12.5,-78.7353478227716,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.6508751230364
13,-78.4301720560167,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.6508751230364
13.5,-78.4301720560167,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.6508751230364
14,-78.4301720560167,-78.4301720560167,-78.4301720560167,-79.0405235895266,-79.6508751230364
14.5,-78.4301720560167,-78.4301720560167,-78.4301720560167,-79.0405235895266,-79.6508751230364
15,-78.4301720560167,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
15.5,-78.4301720560167,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
16,-78.4301720560167,-78.4301720560167,-78.4301720560167,-79.0405235895266,-79.3456993562815
16.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.0405235895266,-79.3456993562815
17,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.0405235895266,-79.6508751230364
17.5,-78.1249962892618,-78.1249962892618,-78.1249962892618,-79.0405235895266,-79.6508751230364
18,-78.1249962892618,-78.1249962892618,-78.1249962892618,-79.0405235895266,-79.6508751230364
18.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.0405235895266,-79.6508751230364
19,-78.4301720560167,-78.1249962892618,-78.1249962892618,-79.3456993562815,-79.6508751230364
19.5,-78.1249962892618,-78.1249962892618,-78.1249962892618,-79.0405235895266,-79.3456993562815
20,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.0405235895266,-79.6508751230364
20.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.0405235895266,-79.6508751230364
21,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.0405235895266,-79.6508751230364
21.5,-78.1249962892618,-77.8198205225069,-78.1249962892618,-79.0405235895266,-79.6508751230364
22,-77.8198205225069,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
22.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
23,-78.1249962892618,-77.8198205225069,-78.4301720560167,-79.0405235895266,-79.9560508897914
23.5,-78.1249962892618,-78.1249962892618,-78.7353478227716,-79.3456993562815,-79.9560508897914
24,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.9560508897914
24.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
25,-77.8198205225069,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
25.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.9560508897914
26,-78.1249962892618,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.9560508897914
26.5,-78.1249962892618,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.9560508897914
27,-78.1249962892618,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.9560508897914
27.5,-78.1249962892618,-78.4301720560167,-78.4301720560167,-79.6508751230364,-79.9560508897914
28,-78.1249962892618,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.6508751230364
28.5,-78.1249962892618,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.9560508897914
29,-78.4301720560167,-78.1249962892618,-78.7353478227716,-79.3456993562815,-79.9560508897914
29.5,-78.4301720560167,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.9560508897914
30,-78.1249962892618,-78.4301720560167,-78.7353478227716,-79.6508751230364,-79.6508751230364
30.5,-78.4301720560167,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.9560508897914
31,-78.4301720560167,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.6508751230364
31.5,-78.4301720560167,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.6508751230364
32,-78.4301720560167,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.6508751230364
32.5,-78.4301720560167,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.6508751230364
33,-78.4301720560167,-78.4301720560167,-78.7353478227716,-79.3456993562815,-79.6508751230364
33.5,-78.4301720560167,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.6508751230364
34,-78.4301720560167,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.3456993562815
34.5,-78.4301720560167,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.6508751230364
35,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.3456993562815
35.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.0405235895266,-79.3456993562815
36,-78.1249962892618,-78.4301720560167,-78.4301720560167,-79.3456993562815,-79.6508751230364
36.5,-78.1249962892618,-78.4301720560167,-78.4301720560167,-79.0405235895266,-79.3456993562815
37,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.0405235895266,-79.3456993562815
37.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
38,-78.1249962892618,-78.1249962892618,-78.1249962892618,-79.0405235895266,-79.3456993562815
38.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.0405235895266,-79.3456993562815
39,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.0405235895266,-79.3456993562815
39.5,-78.1249962892618,-78.1249962892618,-78.1249962892618,-79.3456993562815,-79.6508751230364
40,-77.8198205225069,-77.8198205225069,-78.1249962892618,-79.0405235895266,-79.6508751230364
40.5,-77.8198205225069,-78.1249962892618,-78.4301720560167,-79.0405235895266,-79.3456993562815
41,-77.8198205225069,-77.8198205225069,-78.1249962892618,-79.3456993562815,-79.6508751230364
41.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
42,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.0405235895266,-79.6508751230364
42.5,-77.8198205225069,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
43,-77.8198205225069,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
43.5,-77.8198205225069,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
44,-77.8198205225069,-78.1249962892618,-78.7353478227716,-79.3456993562815,-79.6508751230364
44.5,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
45,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.6508751230364
45.5,-78.1249962892618,-78.1249962892618,-78.7353478227716,-79.3456993562815,-79.6508751230364
46,-78.1249962892618,-78.1249962892618,-78.4301720560167,-79.3456993562815,-79.9560508897914
