"Time (ms)","Sweep 4. Voltage (mV)","Sweep 5. Voltage (mV)","Sweep 6. Voltage (mV)","Sweep 7. Voltage (mV)","Sweep 8. Voltage (mV)"
0,-83.6181600908505,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.3129843240956
0.5,-83.6181600908505,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.6181600908505
1,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
1.5,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
2,-83.6181600908505,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
2.5,-83.6181600908505,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
3,-83.9233358576055,-83.6181600908505,-83.0078085573407,-83.3129843240956,-83.3129843240956
3.5,-83.6181600908505,-83.6181600908505,-83.0078085573407,-83.3129843240956,-83.3129843240956
4,-83.9233358576055,-83.6181600908505,-83.0078085573407,-83.3129843240956,-83.3129843240956
4.5,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
5,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
5.5,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
6,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.3129843240956
6.5,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.3129843240956
7,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.6181600908505
7.5,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
8,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
8.5,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
9,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
9.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.6181600908505
10,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
10.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.9233358576055
11,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
11.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.6181600908505
12,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.6181600908505
12.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.9233358576055
13,-84.2285116243604,-84.2285116243604,-83.9233358576055,-83.9233358576055,-83.9233358576055
13.5,-84.2285116243604,-84.2285116243604,-83.9233358576055,-83.9233358576055,-83.6181600908505
14,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.9233358576055
14.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.9233358576055
15,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.6181600908505
15.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.6181600908505
16,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.9233358576055
16.5,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
17,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
17.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
18,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
18.5,-83.9233358576055,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
19,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
19.5,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.6181600908505
20,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
20.5,-83.9233358576055,-83.6181600908505,-83.0078085573407,-83.3129843240956,-83.3129843240956
21,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.3129843240956
21.5,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
22,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
22.5,-83.6181600908505,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
23,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.3129843240956
23.5,-83.9233358576055,-83.6181600908505,-83.0078085573407,-83.0078085573407,-83.3129843240956
24,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
24.5,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
25,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
25.5,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.3129843240956
26,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.3129843240956
26.5,-83.9233358576055,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.3129843240956
27,-84.2285116243604,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.6181600908505
27.5,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
28,-83.9233358576055,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.3129843240956
28.5,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
29,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
29.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
30,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
30.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
31,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
31.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.6181600908505
32,-84.5336873911153,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
32.5,-84.5336873911153,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.9233358576055
33,-84.5336873911153,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.9233358576055
33.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.9233358576055
34,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.9233358576055
34.5,-84.5336873911153,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.9233358576055
35,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.6181600908505
35.5,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
36,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
36.5,-84.2285116243604,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
37,-84.2285116243604,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
37.5,-83.9233358576055,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
38,-84.2285116243604,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
38.5,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
39,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.6181600908505,-83.6181600908505
39.5,-84.2285116243604,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.3129843240956
40,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.6181600908505
40.5,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
41,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
41.5,-83.9233358576055,-83.9233358576055,-83.0078085573407,-83.3129843240956,-83.3129843240956
42,-83.9233358576055,-83.6181600908505,-83.0078085573407,-83.3129843240956,-83.3129843240956
42.5,-83.9233358576055,-83.6181600908505,-83.0078085573407,-83.3129843240956,-83.3129843240956
43,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.0078085573407
43.5,-83.9233358576055,-83.6181600908505,-83.0078085573407,-83.0078085573407,-83.3129843240956
44,-83.9233358576055,-83.6181600908505,-83.0078085573407,-83.3129843240956,-83.3129843240956
44.5,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.0078085573407
45,-83.9233358576055,-83.9233358576055,-83.0078085573407,-83.3129843240956,-83.3129843240956
45.5,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
46,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.3129843240956
46.5,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.3129843240956
47,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956
47.5,-84.2285116243604,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
48,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
48.5,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.3129843240956
49,-84.5336873911153,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
49.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
50,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
50.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
51,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
51.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
52,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.6181600908505
52.5,-84.5336873911153,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
53,-84.5336873911153,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.9233358576055
53.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.9233358576055
54,-84.2285116243604,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505
54.5,-84.5336873911153,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
55,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
55.5,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.9233358576055,-83.6181600908505
56,-84.2285116243604,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
56.5,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
57,-84.2285116243604,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
57.5,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
58,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.3129843240956
58.5,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
59,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.6181600908505,-83.6181600908505
59.5,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.3129843240956
60,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
60.5,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
61,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
61.5,-83.9233358576055,-83.6181600908505,-83.0078085573407,-83.3129843240956,-83.3129843240956
62,-83.9233358576055,-83.6181600908505,-83.0078085573407,-83.3129843240956,-83.3129843240956
62.5,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.0078085573407,-83.3129843240956
63,-83.9233358576055,-83.6181600908505,-83.0078085573407,-83.3129843240956,-83.3129843240956
63.5,-83.9233358576055,-83.9233358576055,-83.0078085573407,-83.3129843240956,-83.0078085573407
64,-83.9233358576055,-83.9233358576055,-83.0078085573407,-83.3129843240956,-83.3129843240956
64.5,-83.9233358576055,-83.6181600908505,-83.0078085573407,-83.3129843240956,-83.3129843240956
65,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.3129843240956
65.5,-84.2285116243604,-83.6181600908505,-83.3129843240956,-83.0078085573407,-83.3129843240956
66,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.3129843240956
66.5,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.3129843240956,-83.3129843240956
67,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956
67.5,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.6181600908505
68,-84.2285116243604,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
68.5,-84.2285116243604,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.3129843240956
69,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
69.5,-84.5336873911153,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
70,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
70.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.9233358576055
71,-84.5336873911153,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
71.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.9233358576055
72,-84.5336873911153,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
72.5,-84.5336873911153,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.6181600908505
73,-84.5336873911153,-84.2285116243604,-83.6181600908505,-83.6181600908505,-83.6181600908505
73.5,-84.5336873911153,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.9233358576055
74,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.9233358576055,-83.9233358576055
74.5,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.6181600908505
75,-84.2285116243604,-84.2285116243604,-83.6181600908505,-83.9233358576055,-83.9233358576055
75.5,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.9233358576055,-83.6181600908505
76,-83.9233358576055,-83.9233358576055,-83.6181600908505,-83.6181600908505,-83.6181600908505
76.5,-84.2285116243604,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
77,-84.2285116243604,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.6181600908505
77.5,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
78,-84.2285116243604,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
78.5,-83.9233358576055,-83.9233358576055,-83.3129843240956,-83.6181600908505,-83.6181600908505
79,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.6181600908505
79.5,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
80,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.3129843240956
80.5,-83.9233358576055,-83.6181600908505,-83.3129843240956,-83.3129843240956,-83.6181600908505
81,-83.6181600908505,-83.6181600908505,-83.0078085573407,-83.3129843240956,-83.3129843240956
81.5,-78.7353478227716,-78.7353478227716,-78.4301720560167,-78.4301720560167,-78.4301720560167
82,-69.8852505868787,-69.8852505868787,-69.2748990533689,-69.5800748201238,-69.5800748201238
82.5,-61.3403291177407,-61.3403291177407,-61.0351533509858,-61.3403291177407,-61.6455048844956
83,-54.3212864823773,-54.3212864823773,-54.0161107156224,-54.6264622491323,-54.6264622491323
83.5,-48.2177711472788,-48.5229469140337,-48.5229469140337,-48.8281226807886,-49.1332984475435
84,-43.6401346459548,-43.9453104127098,-43.6401346459548,-44.2504861794647,-44.5556619462196
84.5,-39.0624981446309,-39.6728496781408,-39.6728496781408,-40.2832012116506,-40.8935527451605
85,-35.4003889435717,-36.0107404770816,-36.0107404770816,-36.9262677773464,-37.5366193108563
85.5,-32.0434555092675,-32.9589828095323,-32.9589828095323,-33.5693343430422,-34.179685876552
86,-28.9916978417182,-29.6020493752281,-29.907225141983,-30.8227524422478,-31.4331039757577
86.5,-26.2451159409239,-26.8554674744337,-27.1606432411887,-28.0761705414535,-28.6865220749633
87,-23.4985340401295,-24.4140613403943,-24.7192371071492,-25.634764407414,-25.939940174169
87.5,-21.0571279060901,-21.6674794396,-21.9726552063549,-22.8881825066197,-23.4985340401295
88,-18.3105460052957,-18.9208975388056,-19.2260733055605,-20.4467763725802,-21.0571279060901
88.5,-15.8691398712563,-16.4794914047662,-16.7846671715211,-17.7001944717859,-18.6157217720507
89,-13.4277337372169,-14.0380852707267,-14.3432610374817,-15.2587883377464,-15.8691398712563
89.5,-15.5639641045014,-16.1743156380112,-16.1743156380112,-17.3950187050309,-18.0053702385408
90,-21.0571279060901,-21.362303672845,-21.362303672845,-22.2778309731098,-22.8881825066197
90.5,-24.1088855736394,-24.4140613403943,-20.7519521393352,-21.9726552063549,-21.362303672845
91,-17.3950187050309,-16.4794914047662,-10.3759760696676,-11.2915033699324,-9.76562453615772
91.5,-6.40869110185351,-5.18798803483379,0,-0.305175766754929,1.22070306701972
92,2.74658190079436,3.96728496781408,7.93456993562815,7.93456993562815,9.15527300264787
92.5,9.15527300264787,10.0708003029127,12.817382203707,12.817382203707,14.0380852707267
93,12.817382203707,13.7329095039718,15.5639641045014,15.5639641045014,16.4794914047662
93.5,14.6484368042366,15.5639641045014,16.4794914047662,16.4794914047662,16.7846671715211
94,14.9536125709915,15.5639641045014,16.1743156380112,16.1743156380112,16.1743156380112
94.5,14.3432610374817,14.6484368042366,14.9536125709915,14.9536125709915,14.9536125709915
95,13.1225579704619,13.4277337372169,13.4277337372169,13.4277337372169,13.4277337372169
95.5,11.5966791366873,11.9018549034422,11.9018549034422,11.5966791366873,11.2915033699324
96,10.0708003029127,10.0708003029127,9.76562453615772,9.4604487694028,9.15527300264787
96.5,8.23974570238308,7.93456993562815,7.93456993562815,7.62939416887322,7.32421840211829
97,6.40869110185351,6.10351533509858,6.10351533509858,5.49316380158872,5.18798803483379
97.5,4.57763650132393,3.96728496781408,4.272460734569,3.96728496781408,3.35693343430422
98,2.74658190079436,2.1362303672845,2.1362303672845,1.83105460052957,1.52587883377464
98.5,0.915527300264787,0.305175766754929,0.610351533509858,0,0
