"Time (ms)","Sweep 1. Voltage (mV)","Sweep 2. Voltage (mV)","Sweep 3. Voltage (mV)","Sweep 4. Voltage (mV)","Sweep 5. Voltage (mV)"
0,-76.9042932222421,-74.7680628549576,-75.6835901552224,-73.8525355546928,-74.7680628549576
0.5,-76.5991174554871,-75.0732386217125,-75.3784143884674,-73.5473597879379,-74.4628870882026
1,-76.5991174554871,-75.0732386217125,-75.6835901552224,-73.5473597879379,-74.7680628549576
1.5,-76.2939416887322,-75.0732386217125,-75.6835901552224,-73.8525355546928,-74.7680628549576
2,-76.2939416887322,-75.0732386217125,-75.6835901552224,-73.5473597879379,-74.7680628549576
2.5,-76.5991174554871,-75.0732386217125,-75.6835901552224,-73.5473597879379,-74.7680628549576
3,-76.2939416887322,-75.0732386217125,-75.6835901552224,-73.8525355546928,-74.7680628549576
3.5,-76.2939416887322,-75.0732386217125,-75.6835901552224,-73.5473597879379,-74.7680628549576
4,-76.5991174554871,-75.0732386217125,-75.6835901552224,-73.8525355546928,-74.7680628549576
4.5,-76.5991174554871,-75.3784143884674,-75.6835901552224,-73.8525355546928,-75.0732386217125
5,-76.2939416887322,-75.3784143884674,-75.9887659219773,-73.8525355546928,-75.0732386217125
5.5,-76.5991174554871,-75.3784143884674,-75.6835901552224,-73.8525355546928,-74.7680628549576
6,-76.5991174554871,-75.3784143884674,-75.6835901552224,-73.8525355546928,-75.0732386217125
6.5,-76.5991174554871,-75.3784143884674,-75.6835901552224,-73.8525355546928,-75.0732386217125
7,-76.5991174554871,-75.3784143884674,-75.6835901552224,-73.8525355546928,-75.0732386217125
7.5,-76.5991174554871,-75.3784143884674,-75.6835901552224,-74.1577113214477,-75.0732386217125
8,-76.5991174554871,-75.3784143884674,-75.9887659219773,-73.8525355546928,-75.0732386217125
8.5,-76.5991174554871,-75.3784143884674,-75.6835901552224,-74.1577113214477,-75.0732386217125
9,-76.9042932222421,-75.3784143884674,-75.6835901552224,-73.8525355546928,-75.0732386217125
9.5,-76.5991174554871,-75.3784143884674,-75.6835901552224,-73.8525355546928,-75.0732386217125
10,-76.5991174554871,-75.3784143884674,-75.6835901552224,-73.8525355546928,-75.0732386217125
