"Time (ms)","Sweep 4. Voltage (mV)","Sweep 5. Voltage (mV)","Sweep 6. Voltage (mV)","Sweep 7. Voltage (mV)","Sweep 8. Voltage (mV)"
0,-65.0024383187999,-64.6972625520449,-65.3076140855548,-65.3076140855548,-65.3076140855548
0.5,-65.0024383187999,-64.6972625520449,-65.3076140855548,-65.3076140855548,-65.0024383187999
1,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.6127898523097,-65.0024383187999
1.5,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
2,-65.0024383187999,-64.6972625520449,-65.3076140855548,-65.0024383187999,-65.0024383187999
2.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.0024383187999
3,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
3.5,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
4,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.0024383187999
4.5,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.0024383187999
5,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
5.5,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
6,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.0024383187999
6.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.0024383187999
7,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
7.5,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
8,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
8.5,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.3076140855548
9,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.3076140855548
9.5,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
10,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.3076140855548
10.5,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.3076140855548
11,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.0024383187999
11.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
12,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
12.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
13,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
13.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
14,-65.0024383187999,-64.6972625520449,-65.3076140855548,-65.6127898523097,-65.3076140855548
14.5,-65.0024383187999,-64.6972625520449,-65.3076140855548,-65.3076140855548,-65.3076140855548
15,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
15.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
16,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548
16.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548
17,-65.0024383187999,-64.6972625520449,-65.3076140855548,-65.3076140855548,-65.3076140855548
17.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.0024383187999
18,-65.3076140855548,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
18.5,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.3076140855548
19,-65.0024383187999,-64.6972625520449,-65.3076140855548,-65.3076140855548,-65.3076140855548
19.5,-65.0024383187999,-64.6972625520449,-65.3076140855548,-65.3076140855548,-65.0024383187999
20,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.3076140855548
20.5,-65.0024383187999,-64.6972625520449,-65.3076140855548,-65.3076140855548,-65.3076140855548
21,-65.0024383187999,-64.6972625520449,-65.3076140855548,-65.3076140855548,-65.3076140855548
21.5,-65.0024383187999,-64.6972625520449,-65.3076140855548,-65.0024383187999,-65.0024383187999
22,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
22.5,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.0024383187999
23,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.0024383187999
23.5,-65.0024383187999,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
24,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
24.5,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
25,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.3076140855548
25.5,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
26,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.0024383187999
26.5,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
27,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.3076140855548
27.5,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.3076140855548
28,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548
28.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.0024383187999
29,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548
29.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
30,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548
30.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548
31,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.6127898523097,-65.3076140855548
31.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
32,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
32.5,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548,-65.3076140855548
33,-65.3076140855548,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
33.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
34,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
34.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.6127898523097,-65.0024383187999
35,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
35.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
36,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.3076140855548
36.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.0024383187999
37,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.0024383187999
37.5,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.0024383187999
38,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.0024383187999,-65.3076140855548
38.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.0024383187999,-65.3076140855548
39,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.0024383187999
39.5,-64.6972625520449,-64.6972625520449,-65.3076140855548,-65.3076140855548,-65.0024383187999
40,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999,-65.3076140855548
40.5,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999,-65.3076140855548
41,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.0024383187999
41.5,-65.0024383187999,-64.6972625520449,-65.3076140855548,-65.3076140855548,-65.0024383187999
42,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999,-65.0024383187999
42.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.0024383187999,-65.0024383187999
43,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.0024383187999
43.5,-65.0024383187999,-65.0024383187999,-65.3076140855548,-65.3076140855548,-65.0024383187999
44,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.0024383187999,-65.0024383187999
44.5,-64.6972625520449,-64.6972625520449,-65.3076140855548,-65.0024383187999,-65.0024383187999
45,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999,-65.0024383187999
45.5,-64.6972625520449,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999
46,-64.6972625520449,-64.6972625520449,-65.3076140855548,-65.0024383187999,-65.0024383187999
46.5,-64.6972625520449,-65.0024383187999,-65.3076140855548,-65.0024383187999,-65.3076140855548
