"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
144,11.4,202.209477175983
145,11.4,199.737553292606
146,11.4,217.910771472247
147,11.4,212.005619973069
148,11.4,213.592534071039
