"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
15,74.5,-10.3759760696676
16,74.5,-9.76562453615772
17,74.5,-9.76562453615772
18,74.5,-9.15527300264787
19,74.5,-9.76562453615773
