"Sweep (n)","APD","APD value (ms)","APD value (mV)"
87,"APD 20",1.1,28.0499980407302
87,"APD 50",5.7,-11.099999224674
87,"APD 90",21.9,-63.1999955855312
88,"APD 20",1.09999999999999,26.9499981175643
88,"APD 50",5.59999999999999,-11.099999224674
88,"APD 90",21.8,-63.0999955925161
89,"APD 20",1.1,27.8499980547001
89,"APD 50",5.7,-11.2999992107042
89,"APD 90",21.6,-63.1999955855312
90,"APD 20",1.1,27.3999980861322
90,"APD 50",5.6,-10.9999992316589
90,"APD 90",21.6,-62.999995599501
91,"APD 20",1.09999999999999,26.4999981489965
91,"APD 50",5.59999999999999,-11.749999179272
91,"APD 90",21.6,-63.2999955785463
