"Sweep (n)","APD","APD value (ms)","APD value (mV)"
93,"APD 20",1.6,33.94999762862
93,"APD 50",12.8,-6.79999952502551
93,"APD 90",33.1,-60.8499957496768
94,"APD 20",1.5,34.2999976041728
94,"APD 50",12.5,-6.49999954598027
94,"APD 90",33,-60.8999957461843
95,"APD 20",1.5,34.1499976146502
95,"APD 50",12.7,-6.49999954598027
95,"APD 90",33.2,-60.7999957531693
96,"APD 20",1.5,34.1999976111577
96,"APD 50",12.7,-6.74999952851797
96,"APD 90",33.3,-60.8499957496768
97,"APD 20",1.5,33.7999976390974
97,"APD 50",13,-6.74999952851797
97,"APD 90",33.7,-60.8999957461843
