"Sweep (n)","APD","APD value (ms)","APD value (mV)"
5,"APD 20",1.7,31.0499978311827
5,"APD 50",9.3,-7.79999945517632
5,"APD 90",36.9,-58.8999958858827
6,"APD 20",1.7,30.9999978346751
6,"APD 50",9.2,-7.44999947962354
6,"APD 90",36.8,-58.8499958893752
7,"APD 20",1.7,31.2999978137204
7,"APD 50",9.4,-7.44999947962354
7,"APD 90",36.5,-58.8499958893752
8,"APD 20",1.8,30.9499978381676
8,"APD 50",9.6,-7.59999946914616
8,"APD 90",36.6,-58.8999958858827
9,"APD 20",1.8,30.5999978626148
9,"APD 50",9.5,-7.54999947263862
9,"APD 90",36.3,-58.8499958893752
