"Sweep (n)","APD","APD value (ms)","APD value (mV)"
38,"APD 20",1.5,24.4999982886949
38,"APD 50",9.8,-14.1999990081415
38,"APD 90",34.7,-65.2499954423404
39,"APD 20",1.6,24.3499982991722
39,"APD 50",9.7,-13.6999990430661
39,"APD 90",34.8,-65.2499954423404
40,"APD 20",1.5,24.4499982921873
40,"APD 50",9.6,-13.6999990430661
40,"APD 90",34.6,-65.2999954388479
41,"APD 20",1.5,25.0999982467853
41,"APD 50",9.6,-13.8499990325887
41,"APD 90",34.5,-65.2999954388479
42,"APD 20",1.5,24.9499982572627
42,"APD 50",9.6,-13.6499990465586
42,"APD 90",34.5,-65.1999954458328
