"Sweep (n)","APD","APD value (ms)","APD value (mV)"
58,"APD 20",3.2,33.3999976670371
58,"APD 50",12.8,-4.99999965075405
58,"APD 90",33.5,-55.8499960989228
59,"APD 20",3.3,32.9999976949767
59,"APD 50",13.1,-5.2999996297993
59,"APD 90",33.7,-55.8499960989228
60,"APD 20",3.3,33.3999976670371
60,"APD 50",12.9,-4.79999966472389
60,"APD 90",33.4,-55.8499960989228
61,"APD 20",3.3,32.9999976949767
61,"APD 50",12.7,-4.74999966821635
61,"APD 90",33.3,-55.6499961128926
62,"APD 20",3.3,32.8999977019617
62,"APD 50",12.6,-4.29999969964848
62,"APD 90",33.6,-54.5499961897267
