"Sweep (n)","APD","APD value (ms)","APD value (mV)"
40,"APD 20",2.8,5.09999964376913
40,"APD 50",8.4,-24.699998274725
40,"APD 90",28.5,-63.7499955471142
41,"APD 20",2.9,5.19999963678421
41,"APD 50",8.7,-24.4499982921873
41,"APD 90",28.4,-63.5999955575915
42,"APD 20",2.9,5.59999960884454
42,"APD 50",8.7,-24.1499983131421
42,"APD 90",28.4,-63.6999955506066
43,"APD 20",2.8,5.14999964027667
43,"APD 50",8.3,-24.2999983026647
43,"APD 90",28.3,-63.6499955540991
44,"APD 20",2.8,4.79999966472389
44,"APD 50",8.1,-24.2499983061571
44,"APD 90",28.1,-63.6999955506066
