"Sweep (n)","APD","APD value (ms)","APD value (mV)"
141,"APD 20",4.1,19.2499986554031
141,"APD 50",30.8,-18.3999987147749
141,"APD 90",59.9,-68.8999951873908
142,"APD 20",4.2,19.2999986519106
142,"APD 50",30.9,-18.49999870779
142,"APD 90",59.9,-68.8999951873908
143,"APD 20",4,19.2999986519106
143,"APD 50",29.8,-18.3999987147749
143,"APD 90",59.6,-69.0499951769134
144,"APD 20",4,19.2999986519106
144,"APD 50",30.1,-18.5499987042975
144,"APD 90",58.8,-69.099995173421
145,"APD 20",4,19.4999986379408
145,"APD 50",29.6,-18.49999870779
145,"APD 90",58.4,-68.8499951908833
