"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
78,21.2,345.999975832188
79,21.7,331.499976845001
80,21.7,354.49997523847
81,21.7,360.499974819375
82,21.8,362.499974679664
