"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
193,6.1,-61.9999956693499
194,6.1,-61.9999956693499
195,6.1,-62.9999955995006
196,6.1,-62.4999956344254
197,6.1,-61.9999956693499
