"Sweep (n)","APD","APD value (ms)","APD value (mV)"
253,"APD 20",1.9,27.4999980791473
253,"APD 50",11.1,-14.3999989941717
253,"APD 90",40.8,-70.3499950861095
254,"APD 20",1.9,27.3999980861322
254,"APD 50",11,-14.3999989941717
254,"APD 90",40.8,-70.399995082617
255,"APD 20",1.9,27.6499980686699
255,"APD 50",11,-14.249999004649
255,"APD 90",40.8,-70.3499950861095
256,"APD 20",1.9,27.4499980826397
256,"APD 50",11.1,-14.5999989802018
256,"APD 90",40.9,-70.2999950896019
257,"APD 20",1.9,27.2499980966096
257,"APD 50",11.1,-14.4499989906792
257,"APD 90",40.8,-70.2999950896019
