"Sweep (n)","APD","APD value (ms)","APD value (mV)"
184,"APD 20",1,27.9499980477151
184,"APD 50",5.8,-9.84999931198548
184,"APD 90",27,-61.0999957322145
185,"APD 20",0.9,29.2999979534187
185,"APD 50",5.8,-10.0999992945232
185,"APD 90",27,-61.149995728722
186,"APD 20",0.9,28.8999979813584
186,"APD 50",5.7,-9.64999932595532
186,"APD 90",27,-61.049995735707
187,"APD 20",1,27.6499980686699
187,"APD 50",5.8,-10.1499992910307
187,"APD 90",27,-61.0999957322145
188,"APD 20",0.9,28.6499979988207
188,"APD 50",5.7,-9.69999932246286
188,"APD 90",27,-61.0999957322145
