"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
1,209.55,-9.76562453615562
2,227.9,-9.76562453616661
3,237.25,-9.76562453616661
4,247.5,-9.76562453616658
5,232.35,-9.7656245361222
6,276.6,-9.76562453621099
7,260.35,-10.9863276031374
8,199.05,-8.54492146918462
9,73.4000000000001,-8.5449214691069
10,71.1500000000001,-9.76562453621099
11,152.6,-8.5449214691069
12,201.25,-8.54492146910692
13,178.05,-8.54492146926248
14,198.7,-9.76562453612217
15,214.75,-8.54492146926235
16,138.35,-8.5449214691069
17,69.1499999999996,-9.76562453612217
18,33.6999999999998,-7.32421840222514
19,262.35,-9.76562453612217
20,331.4,-8.54492146926233
21,149,-8.54492146926233
22,103.45,-12.207030670153
23,223.450000000001,-9.7656245361222
24,18.5,-9.76562453630009
25,238.75,-8.54492146926233
26,251.9,-9.76562453629988
27,207.800000000001,-9.76562453594454
28,255.200000000001,-9.76562453629981
29,213.049999999999,-9.76562453629988
30,237.300000000001,-9.76562453594454
31,152.25,-8.54492146926233
32,74.1499999999996,-9.76562453594454
33,128.700000000001,-8.54492146926233
34,241.950000000001,-8.54492146926241
35,260,-9.76562453594454
36,86.25,-7.324218402225
37,90.1000000000004,-9.76562453629981
38,174.25,-9.76562453629988
39,227.699999999999,-8.54492146926233
40,214.050000000001,-9.76562453594456
41,145.9,-9.76562453629995
42,34.1500000000015,-9.76562453594454
43,136.450000000001,-9.76562453629981
44,223.549999999999,-8.54492146926233
45,38.2000000000007,-9.76562453594454
46,172.15,-8.54492146926233
47,138.1,-9.76562453594454
48,252.799999999999,-9.76562453629981
49,54.2999999999993,-8.54492146926233
50,213.65,-7.32421840222487
51,224.25,-9.76562453594454
52,165.200000000001,-10.9863276033373
53,19.5500000000011,-9.76562453594454
54,163.399999999998,-9.76562453629981
55,202.799999999999,-8.54492146926233
56,69.5,-9.76562453558927
57,194.75,-8.54492146926236
58,189.350000000002,-8.54492146864063
59,219.049999999999,-9.76562453629995
60,283.25,-9.76562453629981
61,43.3500000000022,-8.54492146926233
62,156.950000000001,-8.54492146926241
63,160.949999999997,-8.54492146926241
64,196.350000000002,-8.54492146926237
65,153.299999999999,-8.54492146926233
66,231.549999999999,-8.54492146926233
67,201.200000000001,-9.76562453629983
68,150.5,-8.54492146926248
69,215.049999999999,-8.54492146926233
70,123.950000000001,-9.76562453558927
71,39.3499999999985,-9.76562453629995
72,229.849999999999,-9.76562453629981
73,197.700000000001,-9.76562453558929
74,172.899999999998,-9.76562453629981
75,176.5,-12.2070306703748
76,220.950000000001,-9.76562453629988
77,181.25,-9.76562453629981
78,235.150000000001,-8.54492146926233
79,236.75,-10.9863276025379
80,195.049999999999,-9.76562453629983
81,159.099999999999,-9.76562453629981
82,207.549999999999,-9.76562453629988
